,scenario,id_feature,short_clear_motivation,score,model_name,model_size,environment,model_name_understanding,model_size_understanding
183,001-smart_home,3,The NS-3 SOURCE CODE correctly places WiFi devices according to the coordinates specified in the JSON BLUEPRINT. The distances are correctly translated in coordinates,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
184,001-smart_home,4,"Traffic duration and type in JSON BLUEPRINT match with NS-3 SOURCE-CODE. However, there is a TCP description in the json, but UDP is used.",40.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
185,002-smart_home,0,NS-3 code has a main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
186,002-smart_home,1,No LoRa devices are defined in JSON and NS-3 code does not use LoRa,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
187,002-smart_home,2,"7 WiFi stations and 2 Access Points are defined in JSON, and NS-3 code creates the same",100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
188,002-smart_home,3,Coordinates of the devices match the JSON blueprint,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
189,002-smart_home,4,Traffic duration and type match with the JSON blueprint,60.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
190,003-smart_home,0,C++ NS-3 code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
191,003-smart_home,1,No LoRa devices in JSON and NS-3 code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
192,003-smart_home,2,"7 WiFi stations in JSON, 1 AP and 7 stations in NS-3 code",100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
193,003-smart_home,3,Coordinates match perfectly between JSON and NS-3 code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
194,003-smart_home,4,Traffic duration and type match between JSON and NS-3 code for all devices,80.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
195,001-smart_home,0,NS-3 code does not provide main function,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
196,001-smart_home,1,"Feature n.0 score is 0, so this feature is set to 0",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
197,001-smart_home,2,"Feature n.0 score is 0, so this feature is set to 0",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
198,001-smart_home,3,"Feature n.0 score is 0, so this feature is set to 0",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
199,001-smart_home,4,"Feature n.0 score is 0, so this feature is set to 0",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
200,002-smart_home,0,NS-3 code does not contain a main function,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
201,002-smart_home,1,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
202,002-smart_home,2,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
203,002-smart_home,3,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
204,002-smart_home,4,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
205,003-smart_home,0,NS-3 SOURCE CODE is not C++/NS-3 with main function,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
206,003-smart_home,1,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
207,003-smart_home,2,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
208,003-smart_home,3,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
209,003-smart_home,4,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
210,001-smart_home,0,NS-3 code does not have main function,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
211,001-smart_home,1,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
212,001-smart_home,2,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
213,001-smart_home,3,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
214,001-smart_home,4,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
215,002-smart_home,0,The code has includes and does not contain main function,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
216,002-smart_home,1,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
217,002-smart_home,2,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
218,002-smart_home,3,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
219,002-smart_home,4,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
220,003-smart_home,0,"The NS-3 code has includes, but no main function implementation",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
221,003-smart_home,1,The NS-3 code does not have main implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
222,003-smart_home,2,The NS-3 code does not have main implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
223,003-smart_home,3,The NS-3 code does not have main implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
224,003-smart_home,4,The NS-3 code does not have main implementation,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
225,001-smart_home,0,Valid C++ NS-3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
226,001-smart_home,1,"1 LoRa device defined in JSON blueprint, 1 LoRa device created in NS-3 code",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
227,001-smart_home,2,"1 WiFi AP and 4 WiFi stations defined in JSON blueprint, 1 WiFi AP and 4 WiFi stations created in NS-3 code",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
228,001-smart_home,3,"WiFi devices and one LoRa gateway coordinates match, LoRa end device coordinates are not present in JSON",80.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
229,001-smart_home,4,Traffic duration and type for WiFi stations match the description in JSON blueprint,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
230,002-smart_home,0,C++ NS-3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
231,002-smart_home,1,No LoRa devices in JSON and NS-3 code,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
232,002-smart_home,2,7 WiFi stations and 2 APs in JSON and NS-3,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
233,002-smart_home,3,Coordinates in JSON match NS-3 code,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
234,002-smart_home,4,Traffic duration and type match JSON,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
235,003-smart_home,0,Valid C++ NS-3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
236,003-smart_home,1,"No LoRa devices defined in JSON, no LoRa used in NS-3",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
237,003-smart_home,2,"7 WiFi devices in JSON, 7 WiFi devices in NS-3",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
238,003-smart_home,3,Coordinates in NS-3 code match coordinates in JSON,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
239,003-smart_home,4,Traffic duration and type match between JSON and NS-3 code,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
240,001-smart_home,0,C++ NS-3 code with a main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
241,001-smart_home,1,No LoRa devices defined in the JSON blueprint,0.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
242,001-smart_home,2,4 WiFi stations and 1 Access Point are defined in the JSON blueprint and match with the NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
243,001-smart_home,3,All device positions match the JSON blueprint descriptions,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
244,001-smart_home,4,All traffic patterns match the JSON blueprint,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
245,002-smart_home,0,C++ NS-3 code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
246,002-smart_home,1,"No LoRa devices in JSON, no LoRa used in NS-3 code",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
247,002-smart_home,2,"7 WiFi Stations + 2 APs in JSON, 7 WiFi STAs and 2 APs in NS-3",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
248,002-smart_home,3,Coordinates match perfectly between JSON and NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
249,002-smart_home,4,Traffic duration and type match perfectly between JSON and NS-3,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
250,003-smart_home,0,C++ NS-3 code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
251,003-smart_home,1,No LoRa devices in JSON and in NS3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
252,003-smart_home,2,7 WiFi stations and 1 AP declared in JSON and NS3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
253,003-smart_home,3,All device coordinates match between JSON and NS3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
254,003-smart_home,4,Traffic duration and type match perfectly for all devices,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
255,001-smart_home,0,NS-3 SOURCE CODE is C++ with a main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
256,001-smart_home,1,"LoRa Devices count match, JSON does not explicitly declare LoRa devices, but the NS-3 code uses LoRa",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
257,001-smart_home,2,WiFi Devices count match,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
258,001-smart_home,3,Location coordinates match for wifi AP and wifi station nodes,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
259,001-smart_home,4,Traffic duration and type match for wifi stations,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
260,002-smart_home,0,C++ NS-3 code with main function found,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
261,002-smart_home,1,"LoRa devices count match. JSON has 0 LoRa devices, and code does not use it.",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
262,002-smart_home,2,"WiFi devices count match. JSON has 2 APs and 7 STAs, and the code uses them.",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
263,002-smart_home,3,Location coordinates match. AP and STA coordinates in JSON are defined into code.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
264,002-smart_home,4,Traffic duration and type match. Traffic patterns defined in JSON match the ones in the code.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
265,003-smart_home,0,Valid C++ NS-3 code with a main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
266,003-smart_home,1,"1 LoRa devices in JSON, 1 in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
267,003-smart_home,2,"7 WiFi devices in JSON, 7 in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
268,003-smart_home,3,Coordinates match for all devices,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
269,003-smart_home,4,Traffic duration and type match for all devices,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
