,scenario,id_feature,short_clear_motivation,score,model_name,model_size,environment,model_name_understanding,model_size_understanding
162,003-smart_city,2,WiFi device count in JSON Blueprint (5) matches WiFi device count in NS-3 Source Code (5),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
163,003-smart_city,3,Device locations in NS-3 Source Code perfectly match device locations in JSON Blueprint,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
164,003-smart_city,4,"Traffic type and duration partially match JSON Blueprint, discrepancies for IOT-004 and STA-003",40.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
165,002-smart_city,0,Valid NS-3 C++ code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
166,002-smart_city,1,"LoRa device counts match (Blueprint: 5, Code: 5)",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
167,002-smart_city,2,"WiFi device counts match (Blueprint: 5, Code: 5)",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
168,002-smart_city,3,Device locations do not perfectly match blueprint coordinates,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
169,002-smart_city,4,Traffic type and duration match blueprint specifications,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
170,003-smart_city,0,Valid C++ NS-3 code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
171,003-smart_city,1,LoRa device counts match (6),100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
172,003-smart_city,2,WiFi device counts match (5),100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
173,003-smart_city,3,LoRa endpoint locations mismatch,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
174,003-smart_city,4,Traffic type and duration match,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
175,001-smart_home,0,Valid NS-3 C++ code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
176,001-smart_home,1,LoRa counts match (0 in JSON and code),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
177,001-smart_home,2,WiFi counts match (5 in JSON and code),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
178,001-smart_home,3,Location coordinates match distances in JSON,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
179,001-smart_home,4,Traffic type mismatch (TCP vs UDP for SLB-001),0.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
180,002-smart_home,0,NS-3 C++ code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
181,002-smart_home,1,LoRa devices count match (0 in JSON and code),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
182,002-smart_home,2,WiFi devices count match (9 in JSON and code),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
183,002-smart_home,3,Location coordinates match,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
184,002-smart_home,4,Traffic type and protocol mismatch for some devices,20.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
185,003-smart_home,0,Valid C++/NS-3 code with main function found.,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
186,003-smart_home,1,LoRa devices count match (0 in JSON and code).,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
187,003-smart_home,2,WiFi devices count match (8 in JSON and code).,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
188,003-smart_home,3,Location coordinates match based on distances in JSON and coordinates in code.,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
189,003-smart_home,4,"Traffic duration and throughput match, but protocol mismatch for some devices (TCP in JSON, UDP in code).",60.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
190,001-smart_home,0,NS-3 SOURCE CODE is not a valid C++ NS-3 code with main function.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
191,001-smart_home,1,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
192,001-smart_home,2,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
193,001-smart_home,3,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
194,001-smart_home,4,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
195,002-smart_home,0,NS-3 SOURCE CODE is not a valid C++/NS-3 code with a main function.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
196,002-smart_home,1,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
197,002-smart_home,2,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
198,002-smart_home,3,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
199,002-smart_home,4,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
200,003-smart_home,0,NS-3 SOURCE CODE is not a valid C++/NS-3 code with main function.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
201,003-smart_home,1,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
202,003-smart_home,2,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
203,003-smart_home,3,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
204,003-smart_home,4,Feature n.0 score is 0.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
205,001-smart_home,0,Valid NS-3 C++ code with main function.,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
206,001-smart_home,1,LoRa devices count match: JSON blueprint and NS-3 code both have 0 LoRa devices.,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
207,001-smart_home,2,WiFi devices count match: JSON blueprint and NS-3 code both have 4 WiFi devices.,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
208,001-smart_home,3,"Location coordinates mismatch: JSON blueprint provides relative distances, but NS-3 code does not implement location based on these distances (based on snippet).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
209,001-smart_home,4,"Traffic duration and type mismatch: JSON blueprint specifies traffic details, but NS-3 code does not implement traffic generation as described (based on snippet).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
210,002-smart_home,0,NS-3 code does not contain a main function.,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
211,002-smart_home,1,"JSON Blueprint does not define LoRa devices, but NS-3 code includes LoRa modules.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
212,002-smart_home,2,"JSON Blueprint defines 9 WiFi devices, but NS-3 code (which is incomplete) does not define any.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
213,002-smart_home,3,"No location coordinates are defined in NS-3 code, locations are described in JSON blueprint.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
214,002-smart_home,4,"No traffic duration and type are defined in NS-3 code, traffic activities are described in JSON blueprint.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
215,003-smart_home,0,NS-3 code does not contain main function.,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
216,003-smart_home,1,JSON blueprint does not declare LoRa devices and NS-3 code does not use LoRa. Feature n.0 is 0.,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
217,003-smart_home,2,"JSON blueprint declares 8 WiFi devices, but NS-3 code does not provide implementation to verify. Feature n.0 is 0.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
218,003-smart_home,3,JSON blueprint and NS-3 code do not provide location coordinates. Feature n.0 is 0.,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
219,003-smart_home,4,"JSON blueprint defines traffic, but NS-3 code does not provide implementation to verify traffic. Feature n.0 is 0.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
220,001-smart_home,n.0,Valid C++/NS-3 code with main function found.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
221,001-smart_home,n.1,"JSON Blueprint does not declare LoRa devices, but NS-3 code uses LoRa.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
222,001-smart_home,n.2,"WiFi device counts match JSON Blueprint (AP:1, STA:4).",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
223,001-smart_home,n.3,"Location coordinates mismatch between JSON Blueprint and NS-3 code. WiFi station distances not translated to coordinates, WiFi AP coordinates missing in JSON, LoRa GW coordinates not in JSON.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
224,001-smart_home,n.4,"Traffic duration and type mismatch between JSON Blueprint and NS-3 code. Several mismatches in protocol, start and stop times for WiFi traffic.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
225,002-smart_home,0,Valid C++ NS-3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
226,002-smart_home,1,"LoRa Devices Count Match: JSON=0, Code=0",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
227,002-smart_home,2,"WiFi Devices Count Match: JSON=9, Code=9",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
228,002-smart_home,3,Device Locations Match,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
229,002-smart_home,4,"Traffic Type Match, Duration Mostly Mismatch",20.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
230,003-smart_home,0,Valid NS-3 C++ code with main function.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
231,003-smart_home,1,JSON Blueprint and NS-3 code declare 0 LoRa devices.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
232,003-smart_home,2,"JSON Blueprint and NS-3 code declare 8 WiFi devices (1 AP, 7 stations).",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
233,003-smart_home,3,Device locations in NS-3 code perfectly match coordinates derived from JSON Blueprint distances.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
234,003-smart_home,4,"Traffic durations match, but protocol types mismatch for stations SLB-001 and SDL-001.",40.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
235,001-smart_home,0,NS-3 code is valid C++ with main function.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
236,001-smart_home,1,LoRa devices count match (0 in blueprint and code).,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
237,001-smart_home,2,WiFi devices count match (5 in blueprint and code).,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
238,001-smart_home,3,Device locations match blueprint distances from AP.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
239,001-smart_home,4,"Traffic type, duration and rate match blueprint descriptions.",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
240,002-smart_home,0,Valid NS-3 C++ code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
241,002-smart_home,1,LoRa devices count matches (0 vs 0),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
242,002-smart_home,2,WiFi devices count matches (9 vs 9),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
243,002-smart_home,3,Location coordinates mismatch for STG-001 (JSON: 2 vs Code: 17),0.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
244,002-smart_home,4,Traffic type and duration match for all devices,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
245,003-smart_home,0,Valid NS-3 C++ code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
246,003-smart_home,1,No LoRa devices declared in blueprint or used in code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
247,003-smart_home,2,"WiFi device counts match blueprint (1 AP, 7 stations)",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
248,003-smart_home,3,Device locations in code match blueprint distances,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
249,003-smart_home,4,"Traffic type matches, but durations and throughputs have slight discrepancies",60.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
250,001-smart_home,0,NS-3 code with main function detected.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
251,001-smart_home,1,"LoRa devices counts mismatch. Blueprint does not declare LoRa devices, but code uses LoRa.",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
252,001-smart_home,2,WiFi devices counts match. Blueprint and code define 1 AP and 4 stations.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
253,001-smart_home,3,Device locations in code do not perfectly match blueprint specifications as blueprint does not specify coordinates.,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
254,001-smart_home,4,Traffic duration and type match blueprint specifications.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
255,002-smart_home,0,Valid C++ NS-3 code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
256,002-smart_home,1,LoRa devices count match: 0,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
257,002-smart_home,2,WiFi devices count match: 9,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
258,002-smart_home,3,Device locations match,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
259,002-smart_home,4,Traffic parameters match,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
260,003-smart_home,0,Valid C++/NS-3 code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
261,003-smart_home,1,"JSON Blueprint does not declare LoRa devices, but NS-3 code uses LoRa. UNMATCH.",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
262,003-smart_home,2,"WiFi devices count match. JSON: 8 (1 AP + 7 stations), NS-3 Code: 8 (1 AP + 7 stations). MATCH.",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
263,003-smart_home,3,Location coordinates in NS-3 code are defined but not provided in JSON Blueprint for comparison. UNMATCH.,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
264,003-smart_home,4,Traffic duration and type match the JSON Blueprint definitions.,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
265,001-smart_city,0,"No main function found, or not a complete NS-3 C++ code",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
266,001-smart_city,1,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
267,001-smart_city,2,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
268,001-smart_city,3,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
269,001-smart_city,4,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
